一毛不拔
沆瀣一氣
走投無路
呼風喚雨
孤芳自賞
忠言逆耳
招搖撞騙
抱頭鼠竄
杯盤狼藉
物以類聚
狗尾續貂
玩物喪志
空穴來風
怙惡不悛
咬文嚼字
待價而沽
後生可畏
恍然大悟
春風得意
洞若觀火
狡兔三窟
相形見絀
穿鑿附會
美輪美奐
茅塞頓開
風馳電掣
首鼠兩端
弱不禁風
捕風捉影
海闊天空
胸無點墨
酒囊飯袋
鬼鬼祟祟
偷天換日
專心致志
得寸進尺
得過且過
情不自禁
異想天開
陳陳相因
循循善誘
游刃有餘
焚膏繼晷
登峰造極
華而不實
虛張聲勢
虛與委蛇
進退維谷
順水推舟
黃梁一夢
傾國傾城
嗟來之食
塞翁失馬
想入非非
暗箭傷人
當仁不讓
節衣縮食
置之度外
置若罔聞
義不容辭
肆無忌憚
葉公好龍
隔靴搔癢
嘔心瀝血
滿面春風
鳳毛麟角
敷衍塞責
暴殄天物
暴跳如雷
墨守成規
鋌而走險
諱疾忌醫
諱莫如深
隨波逐流
雕蟲小技
優柔寡斷
聲色俱厲
斷章取義
覆水難收
雞犬不寧
雞鳴狗盜
難兄難弟
懸崖勒馬
一孔之見
一手遮天
一帆風順
一成不變
一衣帶水
一刻千金
一波三折
一貧如洗
一觸即發
七手八腳
七嘴八舌
七竅生煙
人定勝天
人浮於事
力爭上游
十拿九穩
十惡不赦
三人成虎
三教九流
下筆成章
千方百計
千篇一律
口誅筆伐
大惑不解
大腹便便
不屈不撓
不修邊幅
五花八門
分庭抗禮
心安理得
心悅誠服
手無寸鐵
文質彬彬
月下老人
比比皆是
以德報怨
以鄰為壑
充耳不聞
兄弟鬩牆
出神入化
古道熱腸
另起爐灶
平易近人
玉石俱焚
瓜熟蒂落
白雲蒼狗
目空一切
任勞任怨
危言聳聽
同仇敵愾
如雷貫耳
如釋重負
有口皆碑
有志竟成
有恃無恐
有聲有色
江河日下
羽毛未豐
老氣橫秋
耳提面命
自命不凡
自顧不暇
色厲內荏
血流漂杵
血氣方剛
行將就木
作繭自縛
兵連禍結
呆若木雞
吳下阿蒙
含血噴人
快刀斬亂麻
投其所好
改弦易轍
改過自新
每下愈況
沐猴而冠
言人人殊
言過其實
言簡意賅
來龍去脈
侃侃而談
兩小無猜
和衷共濟
居心叵測
所向披靡
拖泥帶水
明知故犯
花言巧語
金蟬脫殼
長袖善舞
門當戶對
邯鄲學步
垂涎三尺
垂頭喪氣
春風化雨
殃及池魚
流連忘返
流離失所
洗耳恭聽
約法三章
苦口婆心
重見天日
風吹草動
飛揚跋扈
倚老賣老
害群之馬
栩栩如生
海底撈針
狼狽不堪
狹路相逢
疲於奔命
神魂顛倒
釜底抽薪
馬首是瞻
高談闊論
鬼斧神工
國色天香
患得患失
捲土重來
探囊取物
推己及人
推波助瀾
捨生取義
斬草除根
欲擒故縱
深居簡出
移風易俗
莫衷一是
處心積慮
鹿死誰手
麻木不仁
勞燕分飛
喧賓奪主
喜出望外
唾手可得
惡貫滿盈
掌上明珠
提綱挈領
普天同慶
期期艾艾
朝秦暮楚
渾渾噩噩
無中生有
無出其右
無病呻吟
無與倫比
萍水相逢
虛有其表
虛懷若谷
視死如歸
開宗明義
集思廣益
愛莫能助
愁眉不展
搖尾乞憐
萬劫不復
腦滿腸肥
落花流水
運籌帷幄
道貌岸然
雷厲風行
壽終正寢
寡廉鮮恥
管窺蠡測
聚精會神
劍拔弩張
標新立異
模稜兩可
窮兵黷武
窮途末路
學富五車
樹倒猢猻散
歷歷在目
積重難返
融會貫通
隨機應變
應接不暇
櫛風沐雨
聲名狼藉
豁然開朗
鞠躬盡瘁
瞻前顧後
簞食瓢飲
鏡花水月
顛沛流離
鶉衣百結
繼往開來
蠢蠢欲動
躊躇滿志
聽天由命
變本加厲
驚天動地
驚心動魄
體無完膚
體貼入微
一事無成
一呼百諾
一板一眼
一勞永逸
一瀉千里
一蹶不振
七零八落
八拜之交
三言兩語
三姑六婆
千鈞一髮
千載一時
千變萬化
大刀闊斧
大千世界
大驚小怪
寸草不留
小家碧玉
山高水長
不可一世
不見經傳
不言而喻
不知所云
不知所措
不苟言笑
不勝枚舉
仁至義盡
切磋琢磨
天作之合
引狼入室
引經據典
手足無措
方興未艾
日月如梭
日新月異
木已成舟
世態炎涼
以身試法
付之一炬
出言不遜
出其不意
包羅萬象
半斤八兩
半路出家
古色古香
另眼相看
巧言令色
巧奪天工
正中下懷
正本清源
瓦釜雷鳴
生龍活虎
立錐之地
交頭接耳
任重道遠
光怪陸離
光明磊落
同床異夢
同病相憐
各自為政
名正言順
因地制宜
夙夜匪懈
夙興夜寐
多多益善
好逸惡勞
如喪考妣
如願以償
有條不紊
死有餘辜
汗馬功勞
百步穿楊
羊質虎皮
老奸巨猾
老成持重
老蚌生珠
作壁上觀
低聲下氣
兵不厭詐
兵荒馬亂
冷眼旁觀
含飴弄孫
壯志凌雲
秀外慧中
見利忘義
赤子之心
阮囊羞澀
並駕齊驅
事過境遷
咄咄怪事
咎由自取
夜長夢多
姑妄言之
屈指可數
幸災樂禍
披荊斬棘
放蕩不羈
東食西宿
杳如黃鶴
盲人瞎馬
花枝招展
返老還童
近悅遠來
金屋藏嬌
金科玉律
亭亭玉立
信誓旦旦
削足適履
後起之秀
恃才傲物
恬不知恥
按兵不動
故態復萌
春華秋實
昭然若揭
柳暗花明
洗心革面
眉飛色舞
秋毫無犯
美不勝收
胡思亂想
迫不及待
面面俱到
飛黃騰達
借刀殺人
冥頑不靈
家徒四壁
弱肉強食
息事寧人
旁敲側擊
殊途同歸
泰山壓卵
海誓山盟
浮光掠影
烏合之眾
疾言厲色
粉墨登場
紙醉金迷
荒謬絕倫
起死回生
逆來順受
逃之夭夭
馬革裹屍
高抬貴手
蚍蜉撼樹
啞口無言
將計就計
得不償失
斬釘截鐵
望洋興嘆
望穿秋水
望風披靡
淋漓盡致
深惡痛絕
牽強附會
異曲同工
眾口鑠金
眼高手低
移花接木
脫穎而出
責無旁貸
貪小失大
通權達變
連篇累牘
逢場作戲
雪泥鴻爪
割雞焉用牛刀
單刀直入
悲天憫人
揚眉吐氣
揚湯止沸
無孔不入
無所事事
無的放矢
無理取鬧
猶豫不決
畫餅充飢
等量齊觀
絕無僅有
陽奉陰違
集腋成裘
楚材晉用
當機立斷
萬紫千紅
萬象更新
罪不容誅
義憤填膺
葉落歸根
解衣推食
鉤心鬥角
隔岸觀火
雷霆萬鈞
兢兢業業
圖窮匕見
慷慨解囊
摧枯拉朽
旗開得勝
歌功頌德
漸入佳境
漫不經心
精益求精
綽綽有餘
聚沙成塔
蓋棺論定
蒸蒸日上
輕舉妄動
價值連城
嬌生慣養
憤世嫉俗
暮鼓晨鐘
樂極生悲
膠柱鼓瑟
醉生夢死
養精蓄銳
橫行霸道
親痛仇快
遺臭萬年
隨聲附和
頭頭是道
應對如流
聲淚俱下
豁然貫通
懷才不遇
靡靡之音
顛撲不破
鵬程萬里
一目了然
一言難盡
一笑置之
一葉知秋
一語道破
一盤散沙
一錢不值
一擲千金
九霄雲外
人山人海
人心不古
入不敷出
十全十美
十室九空
三從四德
三顧茅廬
千里鵝毛
千軍萬馬
千頭萬緒
大同小異
大名鼎鼎
大言不慚
大智若愚
大謬不然
小時了了
不可思議
不合時宜
不假思索
不動聲色
不得要領
不著邊際
不遺餘力
不識抬舉
予取予求
五日京兆
五光十色
分崩離析
化險為夷
天真爛漫
天翻地覆
少不更事
少見多怪
引人入勝
心平氣和
心血來潮
心直口快
心驚肉跳
牛刀小試
以身作則
以逸待勞
史無前例
左顧右盼
平心靜氣
生不逢辰
生花妙筆
目不交睫
目光如豆
目光如炬
立竿見影
光風霽月
全軍覆沒
刎頸之交
吉人天相
同歸於盡
各有千秋
名不副實
合浦珠還
因材施教
回心轉意
回頭是岸
多難興邦
好事多磨
如出一轍
守望相助
安居樂業
安貧樂道
年高德劭
有始無終
米珠薪桂
老謀深算
自力更生
自以為是
自欺欺人
衣冠楚楚
衣錦還鄉
冷言冷語
困獸猶鬥
囤積居奇
妙手回春
妙手空空
志同道合
快馬加鞭
投機取巧
改邪歸正
改弦更張
改頭換面
求全責備
沈魚落雁
肝腦塗地
言之有物
言聽計從
事在人為
事倍功半
刻骨銘心
刮目相看
奄奄一息
委曲求全
始作俑者
孤苦伶仃
忠心耿耿
朋比為奸
爭先恐後
物換星移
物極必反
玩世不恭
知難而退
空谷足音
花天酒地
金玉其外，敗絮其中
信手拈來
冠冕堂皇
前事不忘，後事之師
南腔北調
咫尺天涯
城下之盟
拭目以待
指日可待
挑撥離間
流言蜚語
津津有味
為人作嫁
胡作非為
苦心孤詣
苦盡甘來
若無其事
英雄無用武之地
苟且偷安
要言不煩
迥然不同
面紅耳赤
風花雪月
風雨飄搖
風塵僕僕
風調雨順
風燭殘年
倚馬可待
冤家路窄
席不暇暖
海枯石爛
狼心狗肺
珠圓玉潤
神通廣大
神機妙算
豺狼當道
針鋒相對
飢不擇食
馬耳東風
高瞻遠矚
動輒得咎
問道於盲
唯唯諾諾
執迷不悟
康莊大道
情投意合
惜墨如金
推陳出新
排山倒海
欲速不達
殺人越貨
深謀遠慮
盛氣凌人
眾矢之的
眾叛親離
移樽就教
終南捷徑
逐臭之夫
閉月羞花
尋花問柳
循規蹈矩
惴惴不安
斯文掃地
焦頭爛額
無可奈何
無所適從
無微不至
無獨有偶
無濟於事
登堂入室
發人深省
絡繹不絕
蛛絲馬跡
街談巷議
陽春白雪
順手牽羊
意氣用事
楚楚可憐
溫故知新
滔滔不絕
罪魁禍首
義正辭嚴
群龍無首
路不拾遺
道聽塗說
頑石點頭
寥若晨星
實事求是
漏網之魚
爾虞我詐
精衛填海
聞一知十
輕描淡寫
輕諾寡信
魂不附體
層出不窮
彈丸之地
德高望重
撥亂反正
盤根錯節
談何容易
賞心悅目
適可而止
醉翁之意不在酒
銳不可當
餘音繞梁
獨當一面
磨杵成針
興師問罪
錦囊妙計
錙銖必較
隨心所欲
隨遇而安
龍飛鳳舞
殫精竭慮
擢髮難數
矯揉造作
繁文縟節
螳螂捕蟬
趨炎附勢
避重就輕
翻雲覆雨
藏頭露尾
豐衣足食
離鄉背井
懲前毖後
藕斷絲連
耀武揚威
觸目驚心
顧名思義
顧此失彼
囊空如洗
權宜之計
歡天喜地
歡欣鼓舞
疊床架屋
一了百了
一五一十
一心一意
一念之差
一傅眾咻
一場春夢
一朝一夕
一無所有
一團和氣
一箭雙雕
一髮千鈞
人去樓空
人言可畏
入室操戈
三寸不爛之舌
三頭六臂
亡命之徒
大庭廣眾
大書特書
大聲疾呼
子虛烏有
孑然一身
寸步不離
小巧玲瓏
尸位素餐
不二法門
不同凡響
不約而同
不時之需
不置可否
不辨菽麥
不識之無
切膚之痛
天馬行空
天誅地滅
天羅地網
心如刀割
心煩意亂
心滿意足
心驚膽戰
手忙腳亂
支吾其詞
文不加點
文不對題
方寸已亂
水性楊花
火樹銀花
牛衣對泣
以毒攻毒
以貌取人
付之一笑
出口成章
出水芙蓉
半推半就
叱吒風雲
四分五裂
四通八達
失魂落魄
平分秋色
平地風波
打退堂鼓
未卜先知
甘之如飴
生殺予奪
目不見睫
目無全牛
目瞪口呆
光天化日
同室操戈
同流合污
名列前茅
名韁利鎖
因小失大
因時制宜
好高騖遠
如虎添翼
安分守己
安如泰山
安身立命
安然無恙
有目共睹
有名無實
有教無類
死心塌地
百聞不如一見
老驥伏櫪
耳目一新
耳熟能詳
耳鬢廝磨
自食其力
自強不息
行雲流水
衣冠禽獸
冷嘲熱諷
別有天地
坐立不安
弄璋之喜
形單影隻
忍無可忍
李代桃僵
每況愈下
見仁見智
見義勇為
赤手空拳
赤地千里
身敗名裂
身無長物
事與願違
依然故我
兔死狐悲
兩面三刀
固若金湯
披肝瀝膽
拋頭露面
拍案叫絕
明眸皓齒
明鏡高懸
枉費心機
狗仗人勢
花團錦簇
近水樓臺
金戈鐵馬
金城湯池
長驅直入
雨後春筍
促膝談心
咬牙切齒
威風凜凜
故弄玄虛
星羅棋布
枯木逢春
洞天福地
相知恨晚
相得益彰
眉開眼笑
美中不足
英雄氣短
韋編三絕
風平浪靜
枵腹從公
借題發揮
倒屣相迎
根深蒂固
格殺勿論
氣宇軒昂
氣壯山河
氣急敗壞
涓滴歸公
烏煙瘴氣
珠聯璧合
破釜沈舟
神出鬼沒
笑逐顏開
紛至沓來
草草了事
軒然大波
骨瘦如柴
高山流水
高風亮節
鬼使神差
參差不齊
堅壁清野
堂堂正正
寅吃卯糧
將信將疑
張口結舌
得魚忘筌
捷足先得
捷足先登
掩人耳目
捨本逐末
望而卻步
殺人如麻
深思熟慮
烽火連天
率由舊章
理直氣壯
現身說法
粗枝大葉
粗茶淡飯
細水長流
脫胎換骨
設身處地
貪贓枉法
逍遙法外
通宵達旦
野心勃勃
雪上加霜
魚游釜中
博古通今
尋章摘句
循序漸進
惱羞成怒
揚長而去
晴天霹靂
曾參殺人
椎心泣血
欺世盜名
渾水摸魚
無妄之災
無法無天
無能為力
無懈可擊
貽笑大方
趁火打劫
黃袍加身
傷天害理
勢均力敵
微乎其微
感激涕零
愁眉苦臉
搜索枯腸
搖搖欲墜
搖旗吶喊
新陳代謝
暗度陳倉
當務之急
義無反顧
腰纏萬貫
腹背受敵
裝腔作勢
裝模作樣
遇人不淑
過猶不及
壽比南山
寡不敵眾
寥寥無幾
慘不忍睹
慘絕人寰
暢所欲言
槁木死灰
漠不關心
盡忠報國
盡善盡美
福至心靈
禍不單行
綱舉目張
與虎謀皮
舞文弄墨
語無倫次
輕而易舉
輕車熟路
魂飛魄散
憂心如焚
憐香惜玉
戮力同心
摩頂放踵
潛移默化
蓬頭垢面
調虎離山
賠了夫人又折兵
養虎遺患
養尊處優
噬臍莫及
奮不顧身
獨木難支
瞠乎其後
瞠目結舌
龍蟠虎踞
孺子可教
應聲蟲
瞭如指掌
聳人聽聞
臨深履薄
輾轉反側
隱姓埋名
隱惡揚善
雞皮鶴髮
鞭辟入裡
額手稱慶
廬山真面目
難能可貴
觸景生情
鐘鳴鼎食
躍然紙上
躍躍欲試
鐵石心腸
鑄成大錯
驚濤駭浪
鷸蚌相爭
一木難支
一片冰心
一步登天
一決雌雄
一言以蔽之
一身是膽
一息尚存
一馬當先
一動不如一靜
一筆勾銷
一塌糊塗
一應俱全
人傑地靈
人琴俱亡
人微言輕
刀光劍影
十年樹木，百年樹人
卜晝卜夜
三三兩兩
三心二意
下里巴人
千山萬水
千言萬語
千慮一得
大功告成
大海撈針
工力悉敵
不三不四
不成體統
不即不離
不念舊惡
不堪設想
不期而遇
不謀而合
中流擊楫
中庸之道
井水不犯河水
五世其昌
反覆無常
天之驕子
天各一方
天長地久
天南地北
夫唱婦隨
少年老成
弔民伐罪
心力交瘁
心慌意亂
心領神會
心廣體胖
手足胼胝
文從字順
斤斤計較
方枘圓鑿
日上三竿
日暮途遠
日暮途窮
火燒眉毛
牛鬼蛇神
犬馬之勞
仗義疏財
令人髮指
仙風道骨
出乖露醜
半信半疑
古往今來
四平八穩
巧婦難為無米之炊
左支右絀
平白無故
必恭必敬
目不轉睛
冰清玉潔
冰雪聰明
危在旦夕
同心協力
因人成事
回光返照
多此一舉
多行不義必自斃
好大喜功
好為人師
如花似玉
如狼似虎
年富力強
成人之美
成也蕭何，敗也蕭何
成家立業
收回成命
有口無心
有始有終
有勇無謀
牝雞司晨
老羞成怒
自告奮勇
自食其果
佛頭著糞
似是而非
作姦犯科
助桀為虐
吟風弄月
坐吃山空
妙語解頤
弄瓦之喜
形影不離
我行我素
我見猶憐
扶老攜幼
束手待斃
步人後塵
牢不可破
秀色可餐
言之鑿鑿
言外之意
言歸正傳
身體力行
並行不悖
事出有因
依樣畫葫蘆
來日方長
受寵若驚
呼天搶地
和盤托出
周而復始
坦腹東床
委靡不振
姑息養奸
屈打成招
延年益壽
念念不忘
所向無敵
拂袖而去
拈花惹草
放浪形骸
杳無音信
泥塑木雕
油腔滑調
物腐蟲生
狐群狗黨
直截了當
知法犯法
空空如也
花街柳巷
近朱者赤，近墨者黑
金枝玉葉
金迷紙醉
金碧輝煌
門戶之見
雨過天青
青面獠牙
青雲直上
前程萬里
哀鴻遍野
哄堂大笑
城狐社鼠
威武不屈
急公好義
急起直追
恰如其分
持之有故
星火燎原
洪水猛獸
洪福齊天
為所欲為
甚囂塵上
相提並論
眉清目秀
秋風過耳
突如其來
若即若離
苗而不秀
苟延殘喘
負嵎頑抗
迫在眉睫
面目全非
面如土色
風流雲散
風雲際會
風餐露宿
首屈一指
首當其衝
乘龍快婿
俯拾即是
匪夷所思
厝火積薪
家常便飯
家學淵源
師心自用
恩將仇報
悔不當初
捉襟見肘
挺身而出
旁觀者清
時來運轉
桀驁不馴
氣象萬千
浮生若夢
狼子野心
疾風勁草
真知灼見
破涕為笑
秦晉之好
粉飾太平
胸無城府
能屈能伸
臭味相投
郢書燕說
除惡務盡
馬到成功
馬齒徒增
偃武修文
國泰民安
執法如山
張牙舞爪
得天獨厚
患難之交
情竇初開
措手不及
掉以輕心
捫心自問
殺人不眨眼
深藏若虛
牽腸掛肚
異口同聲
眾望所歸
粗製濫造
脣槍舌劍
莫名其妙
處之泰然
雀屏中選
頂天立地
頂禮膜拜
鳥盡弓藏
鳥語花香
割席絕交
勞而無功
喜從天降
喜新厭舊
單槍匹馬
悲歡離合
揭竿而起
朝不保夕
棋逢敵手
游手好閒
渾金璞玉
無功受祿
發憤忘食
程門立雪
筋疲力盡
結草銜環
絲絲入扣
肅然起敬
著手成春
虛應故事
蛟龍得水
視若無睹
評頭品足
超凡入聖
量入為出
雅俗共賞
黑白分明
亂七八糟
損人利己
敬而遠之
暗無天日
極樂世界
毀家紓難
煥然一新
瑕瑜互見
萬念俱灰
萬無一失
詭計多端
逼上梁山
觥籌交錯
寧為玉碎，不為瓦全
徹頭徹尾
慢條斯理
慘無人道
槍林彈雨
滿目瘡痍
監守自盜
碩果僅存
禍起蕭牆
禍從口出
維妙維肖
膏梁子弟
語重心長
誓不兩立
遠走高飛
厲兵秣馬
層巒疊嶂
履險如夷
彈冠相慶
摩拳擦掌
數一數二
樂此不疲
窮鄉僻壤
緩兵之計
蓬蓽生輝
銷聲匿跡
橫行無忌
樹大招風
燕雀處堂
獨一無二
獨木不成林
獨善其身
錦心繡口
錦衣玉食
頭角崢嶸
頤指氣使
駭人聽聞
龍潭虎穴
醍醐灌頂
優孟衣冠
彌天大罪
應有盡有
擠眉弄眼
瞬息萬變
臨淵羨魚
舉目無親
豁達大度
鴻鵠之志
甕中捉鱉
簞食壺漿
轉危為安
雜亂無章
癡人說夢
譁眾取寵
識時務者為俊傑
鐵樹開花
顧影自憐
聽其自然
竊竊私語
驚惶失措
一日之長
一本正經
一本萬利
一言為定
一往情深
一柱擎天
一面之詞
一得之愚
一絲不掛
一鼻孔出氣
一模一樣
七顛八倒
人人自危
人才輩出
人才濟濟
人為刀俎，我為魚肉
人無遠慮，必有近憂
人窮志短
八面威風
十行俱下
三生有幸
千辛萬苦
千嬌百媚
口血未乾
口說無憑
大失所望
大吹大擂
大相逕庭
己所不欲，勿施於人
才疏學淺
不一而足
不刊之論
不可同日而語
不由分說
不亦樂乎
不足為訓
不拘小節
不近人情
不為已甚
不計其數
不偏不倚
不勞而獲
不勝其煩
不堪回首
不痛不癢
不絕如縷
不歡而散
五內如焚
六根清淨
及鋒而試
天下無雙
天怒人怨
天荒地老
天高地厚
天理昭彰
心勞日拙
日積月累
木人石心
水中撈月
牛鼎烹雞
牛頭不對馬嘴
世風日下
以暴易暴
仗勢欺人
出人意表
出淤泥而不染
可操左券
外圓內方
失之東隅，收之桑榆
左右開弓
左思右想
平起平坐
打抱不平
正人君子
目不暇給
光宗耀祖
先入為主
先見之明
先禮後兵
先難後獲
冰天雪地
冰肌玉骨
向壁虛造
多才多藝
多事之秋
如法炮製
如湯沃雪
如夢初醒
如影隨形
守身如玉
安土重遷
成仁取義
有求必應
有眼無珠
死不瞑目
死去活來
牝牡驪黃
百廢俱興
老嫗能解
自出機杼
自私自利
自圓其說
行不由徑
衣香鬢影
何足掛齒
低三下四
別具隻眼
別樹一幟
利慾薰心
吞吞吐吐
吳越同舟
含情脈脈
坐以待旦
坐享其成
坐懷不亂
坐觀成敗
妖言惑眾
弄假成真
形形色色
忘年之交
扶危濟困
抑揚頓挫
杜門謝客
求之不得
良辰美景
良藥苦口
見兔顧犬
言之成理
言為心聲
赤膽忠心
迅雷不及掩耳
防患未然
事必躬親
其貌不揚
刻不容緩
刮目相待
取而代之
呶呶不休
和顏悅色
和藹可親
夜不閉戶
官樣文章
居高臨下
念茲在茲
招兵買馬
招權納賄
披堅執銳
河清海晏
油嘴滑舌
虎背熊腰
金玉滿堂
附庸風雅
佶屈聱牙
前仆後繼
前因後果
前度劉郎
勇往直前
卻之不恭
度日如年
待人接物
後患無窮
恰到好處
恆河沙數
指揮若定
春蚓秋蛇
枯魚之肆
津津樂道
為非作歹
為富不仁
相濡以沫
眉來眼去
看人眉睫
苛政猛於虎
面目可憎
革故鼎新
音容宛在
風雨同舟
食肉寢皮
首善之區
乘虛而入
借屍還魂
倒戈相向
兼收並蓄
容光煥發
徐娘半老
息息相關
拿手好戲
振臂一呼
料事如神
氣味相投
泰山北斗
涕泗滂沱
海不揚波
狼吞虎嚥
班荊道故
破天荒
粉身碎骨
素昧平生
索然無味
脅肩諂笑
能者多勞
逆水行舟
酒池肉林
閃爍其詞
除舊布新
飢寒交迫
馬不停蹄
骨鯁在喉
高視闊步
假仁假義
偷工減料
偷雞摸狗
堅苦卓絕
將錯就錯
張皇失措
強人所難
從長計議
